x,y,traffic
557,317,0.096875
558,317,0.096875
540,322,0.096875
541,322,0.096875
549,388,0.096875
550,388,0.096875
554,388,0.096875
552,391,0.096875
552,394,0.096875
553,395,0.096875
578,396,0.096875
580,396,0.096875
564,404,0.096875
2294,226,0.096869
1982,2352,0.096841
227,902,0.096819
199,870,0.096815
263,873,0.096811
1845,59,0.096795
861,890,0.096791
510,42,0.09679
510,43,0.09679
510,44,0.09679
2133,2203,0.096782
511,269,0.096777
1835,1372,0.096774
242,782,0.096758
242,787,0.096758
1731,516,0.096748
1883,711,0.096728
328,416,0.096722
1742,162,0.096694
240,921,0.096686
2197,2428,0.096661
1857,77,0.096657
529,404,0.096657
1962,79,0.096656
2099,497,0.096655
72,1009,0.096654
424,974,0.096644
2059,2392,0.096642
2427,322,0.096637
2375,390,0.09663
1268,656,0.096623
401,301,0.096622
1172,47,0.096619
390,760,0.096619
81,542,0.096585
82,542,0.096585
83,542,0.096585
554,397,0.096567
2222,2438,0.096559
1724,470,0.096519
423,992,0.096508
2164,502,0.096508
510,273,0.096463
510,274,0.096463
510,275,0.096463
232,871,0.096451
247,841,0.09644
1846,79,0.096414
777,907,0.0964
515,424,0.096395
1950,672,0.096386
543,392,0.096386
549,393,0.096386
549,394,0.096386
549,395,0.096386
559,404,0.096386
553,410,0.096386
1872,2315,0.096377
1714,247,0.096359
1873,2415,0.096352
1954,628,0.096335
217,893,0.096325
2177,316,0.09632
252,870,0.0963
252,871,0.0963
1970,649,0.096295
1739,507,0.096294
1845,67,0.096292
1928,65,0.096277
1859,175,0.096262
2018,647,0.096261
1739,446,0.09625
2289,249,0.096243
1951,125,0.096211
1897,136,0.096205
1973,687,0.096193
1965,669,0.096174
1960,671,0.096174
1963,674,0.096174
1966,676,0.096174
1858,93,0.096159
88,947,0.096158
88,948,0.096158
2255,2143,0.096154
1866,1737,0.096154
2144,145,0.096151
2101,2020,0.096148
81,946,0.096131
774,914,0.09611
2289,251,0.096108
1907,346,0.096077
744,121,0.096073
210,1238,0.096033
367,378,0.096004
367,379,0.096004
256,872,0.095975
257,872,0.095975
551,273,0.095966
2407,613,0.095955
212,1239,0.09595
213,1239,0.09595
214,1239,0.09595
215,1239,0.09595
216,1239,0.09595
1992,355,0.095935
1642,661,0.095927
792,904,0.095909
788,905,0.095909
1964,674,0.095907
311,853,0.095891
780,906,0.09587
1895,921,0.095857
2120,1401,0.095847
1884,53,0.095804
2229,2450,0.095794
2226,2451,0.095792
2227,2451,0.095792
2228,2451,0.095792
2192,2404,0.095779
1723,524,0.095772
504,394,0.09577
1981,616,0.095769
242,860,0.095754
578,397,0.095721
86,543,0.095706
1864,220,0.095685
2224,2459,0.095679
1894,2408,0.095674
1725,443,0.095671
244,767,0.095652
1943,2390,0.095648
1956,18,0.095646
2254,2459,0.095625
1895,2416,0.095624
249,848,0.095604
1852,121,0.095603
193,860,0.095594
264,923,0.095584
2315,558,0.095579
1309,171,0.095576
1864,246,0.095569
2282,418,0.095556
1296,5,0.095521
1999,662,0.095502
178,845,0.095498
231,778,0.095457
244,778,0.095457
429,120,0.095455
1235,117,0.095446
1235,118,0.095446
1844,99,0.095411
1859,59,0.095398
1900,212,0.095391
554,427,0.095382
769,903,0.09536
778,904,0.095339
61,542,0.095337
1758,183,0.095326
509,425,0.095302
1381,93,0.0953
2371,394,0.095299
2174,1393,0.095261
1896,1031,0.09525
2194,1096,0.095249
2194,1097,0.095249
172,914,0.095238
2077,2226,0.095238
2084,2227,0.095238
2104,2230,0.095238
2455,1344,0.095238
2454,1345,0.095238
1566,444,0.095238
230,2323,0.095238
1566,445,0.095238
1566,446,0.095238
725,1121,0.095238
2003,77,0.095225
1883,713,0.09521
2295,2292,0.09521
1883,714,0.09521
1883,715,0.09521
324,406,0.095199
1354,126,0.095198
2176,284,0.095192
2019,647,0.095187
1857,2436,0.095131
1982,616,0.095069
512,47,0.095065
1988,131,0.095019
1852,119,0.094993
2439,610,0.09498
1900,56,0.094975
1862,944,0.094966
270,860,0.094948
248,772,0.094944
1858,87,0.094926
129,1216,0.094924
719,241,0.094922
1949,655,0.094922
1893,2413,0.094876
2303,2295,0.094858
66,913,0.094853
1848,119,0.094851
1992,2093,0.094828
1993,2093,0.094828
1997,2093,0.094828
1995,2105,0.094828
1995,2107,0.094828
472,271,0.094827
198,872,0.094817
2073,1520,0.094815
245,787,0.094815
1998,455,0.094814
542,399,0.094793
2188,2354,0.09479
2175,2355,0.09479
1835,1276,0.094748
1833,143,0.094729
266,411,0.094722
1869,204,0.094685
1299,154,0.094683
1720,1276,0.094679
1739,462,0.094665
68,544,0.09463
1867,1038,0.094622
2285,263,0.09462
229,785,0.094609
1978,689,0.094606
1823,171,0.09458
2291,2283,0.094578
1897,1029,0.094569
746,121,0.094568
1885,205,0.094565
150,1222,0.094544
151,1222,0.094544
152,1223,0.094544
2259,2273,0.094543
2298,2297,0.094525
2295,2298,0.094525
1852,54,0.094522
450,247,0.094517
1846,64,0.094507
1220,111,0.094497
344,373,0.094484
102,793,0.094459
547,251,0.094457
2029,136,0.094452
2193,1102,0.094423
2273,2273,0.094407
1770,24,0.094387
2176,316,0.094379
1504,134,0.094365
267,918,0.094348
268,919,0.094348
1400,532,0.09434
783,908,0.094298
779,912,0.094298
1281,244,0.094291
1969,675,0.09427
1411,300,0.094266
1963,676,0.094266
1870,80,0.094262
2188,2356,0.094258
2027,2446,0.094203
1856,2445,0.094199
1860,2445,0.094199
1861,2441,0.094199
1863,2441,0.094199
1857,97,0.094192
675,155,0.094188
1965,76,0.094179
2016,2478,0.094178
1547,591,0.094167
514,398,0.094166
2280,229,0.094156
2227,2438,0.094152
50,581,0.094144
2121,1346,0.094121
2225,884,0.094118
497,276,0.094115
498,276,0.094115
2233,2167,0.094097
1722,489,0.094067
242,917,0.094066
2254,2461,0.094061
371,386,0.094053
2187,2355,0.094048
2293,257,0.094047
1891,141,0.094042
1929,1333,0.094023
2456,326,0.094019
75,544,0.094017
434,985,0.094017
439,986,0.094017
437,998,0.094017
225,878,0.093999
801,901,0.093995
1985,670,0.093982
1858,83,0.093964
534,398,0.093937
549,402,0.093937
550,402,0.093937
561,404,0.093935
1759,3,0.093924
1760,3,0.093924
1846,105,0.093889
1860,2432,0.093863
2233,2469,0.093842
1886,174,0.093825
176,857,0.093813
508,422,0.093787
1859,2287,0.093774
320,891,0.09375
1840,658,0.09375
254,860,0.093725
1948,70,0.093719
1885,775,0.093712
1828,178,0.093702
2289,235,0.093674
2179,316,0.093668
2176,464,0.093638
1847,2450,0.093634
2256,2462,0.093613
2263,2455,0.093611
2262,2461,0.093608
1811,441,0.093602
1850,68,0.093591
1866,2415,0.093574
559,401,0.093544
177,921,0.093506
765,914,0.093478
1892,727,0.093477
501,315,0.093459
1917,13,0.093454
508,423,0.093449
551,276,0.093434
2185,2388,0.093422
2404,613,0.093413
1874,187,0.09341
552,403,0.093392
553,403,0.093392
552,16,0.093384
1869,2303,0.093367
1851,119,0.093363
752,178,0.093335
1860,2379,0.093311
1885,2394,0.093306
2313,1365,0.093292
313,404,0.093291
2223,2426,0.093259
1837,181,0.093252
2225,2426,0.093247
719,623,0.093237
1908,922,0.093235
2075,2225,0.09322
2083,2227,0.09322
2125,1390,0.093206
1342,38,0.093201
756,177,0.093193
1976,2352,0.093168
109,839,0.093145
1965,650,0.093116
2375,483,0.093107
716,12,0.093097
1894,140,0.093042
726,585,0.093023
412,45,0.093023
1981,679,0.09302
1743,445,0.092998
239,783,0.092969
1872,201,0.092934
502,314,0.092894
673,154,0.092876
1986,684,0.092864
1934,2402,0.092858
245,904,0.092851
2038,637,0.092845
2333,462,0.092812
1934,2293,0.092796
1935,2293,0.092796
1991,616,0.092778
207,905,0.092776
2179,317,0.09276
1923,795,0.092753
1920,782,0.092752
1855,172,0.092718
1186,327,0.092715
1729,442,0.092706
1730,442,0.092706
323,418,0.092697
513,398,0.092692
2178,282,0.092657
264,856,0.092654
2114,1333,0.09264
1865,69,0.092639
1554,593,0.092632
1979,66,0.092617
1962,16,0.092608
1919,872,0.092593
1908,884,0.092593
2014,660,0.092572
2031,663,0.092572
2016,665,0.092572
1864,2356,0.092569
755,177,0.092563
1561,604,0.092545
331,417,0.092521
1993,2469,0.092509
556,318,0.092504
1899,936,0.092498
1895,941,0.092498
474,615,0.092486
474,616,0.092486
2113,1308,0.092476
2110,1331,0.092476
2110,1332,0.092476
1909,175,0.09246
1847,53,0.092452
1856,141,0.09244
1761,167,0.092402
1839,113,0.092399
510,45,0.092397
28,1052,0.092391
4,1093,0.092391
332,417,0.092353
1954,18,0.092346
1848,138,0.092344
1964,79,0.092319
2281,415,0.092314
1287,153,0.092311
1957,2135,0.092308
369,394,0.092308
1569,446,0.092308
1736,458,0.092308
1993,2104,0.092308
2231,160,0.092307
2207,2420,0.092304
1826,2273,0.092265
1860,82,0.092265
348,478,0.092263
1758,164,0.092262
767,914,0.092259
771,915,0.092259
775,915,0.092259
181,870,0.09225
1860,59,0.092236
1145,34,0.092221
514,52,0.092221
514,53,0.092221
1931,69,0.092219
1366,93,0.092219
2116,498,0.092203
1878,68,0.092185
73,851,0.092164
81,836,0.092164
530,280,0.092153
73,994,0.092147
198,841,0.092132
2164,1387,0.092078
1949,650,0.092063
1960,2427,0.092063
1961,2427,0.092063
1962,2427,0.092063
1963,2427,0.092063
1964,2427,0.092063
584,403,0.092054
749,179,0.092042
2213,1566,0.092025
537,348,0.092023
2253,2269,0.092021
2283,2271,0.092021
2257,2273,0.092021
2283,2274,0.092021
2284,2274,0.092021
2257,2275,0.092021
204,843,0.092021
205,843,0.092021
2254,2278,0.092009
2286,2285,0.092004
512,292,0.092002
265,915,0.091972
1952,2493,0.091969
2191,458,0.091967
1864,72,0.091963
1559,361,0.09196
1570,361,0.09196
2254,2458,0.091958
1856,120,0.091958
431,916,0.091954
2283,2272,0.091954
2249,2276,0.091954
2288,2288,0.091954
529,400,0.091928
318,394,0.091885
2441,609,0.091878
1874,208,0.091878
2171,1377,0.091836
2261,2456,0.091822
558,398,0.091807
195,913,0.091791
194,914,0.091791
1851,54,0.09179
1287,239,0.091785
344,375,0.091768
1369,97,0.091759
79,544,0.091753
2255,2464,0.091752
2261,2464,0.091752
2157,122,0.091746
2159,124,0.091746
1865,207,0.091746
1884,699,0.091736
1974,2386,0.091712
509,272,0.091667
242,854,0.091649
2005,75,0.091645
1927,165,0.091643
193,916,0.091625
2206,2377,0.091617
1183,501,0.091597
1760,168,0.091595
544,276,0.091593
1959,2427,0.09158
187,863,0.091574
187,864,0.091574
187,865,0.091574
2417,1665,0.091572
2418,1665,0.091572
2419,1665,0.091572
2290,2287,0.091565
2289,2288,0.091565
2297,2289,0.091565
720,600,0.091564
1377,119,0.091543
546,317,0.091525
642,345,0.091525
557,392,0.091525
532,398,0.091525
1850,58,0.091518
2171,1385,0.091516
1337,133,0.09151
2321,2246,0.091497
2258,2270,0.091497
2286,2286,0.091497
1944,70,0.091463
549,414,0.091425
1966,2388,0.091424
2172,1380,0.091418
2173,1380,0.091418
2172,1382,0.091418
2174,2355,0.091416
2151,1383,0.091412
201,906,0.091386
59,583,0.091385
60,583,0.091385
499,332,0.091368
363,420,0.091366
1733,514,0.091355
564,320,0.091354
2257,2457,0.091348
1725,465,0.091331
2077,2436,0.091313
198,1053,0.091302
2288,225,0.091293
1855,177,0.091291
1843,83,0.091289
2143,870,0.09127
2143,871,0.09127
169,1119,0.091258
2003,181,0.091257
1593,16,0.091255
247,903,0.09125
254,918,0.09125
261,923,0.09125
262,924,0.09125
228,1042,0.09125
2002,242,0.09123
1875,187,0.091215
504,310,0.091213
504,311,0.091201
76,995,0.091175
1811,263,0.091173
1725,467,0.091169
2196,737,0.091161
1859,90,0.091157
1459,251,0.091155
2198,2427,0.091153
2215,2408,0.091115
2172,1384,0.091103
2163,1385,0.091103
2171,1394,0.091103
2217,2423,0.091101
1958,2427,0.091097
1996,1911,0.091093
365,374,0.091064
367,380,0.091064
360,386,0.091064
361,390,0.091064
361,394,0.091064
362,400,0.091064
1970,69,0.091044
1724,521,0.091024
1724,522,0.091024
33,884,0.091009
215,871,0.090997
1976,699,0.090948
269,874,0.090935
498,337,0.090923
2142,866,0.090909
2142,867,0.090909
2140,870,0.090909
542,254,0.090909
535,255,0.090909
538,255,0.090909
539,255,0.090909
540,255,0.090909
2076,2225,0.090909
2077,2225,0.090909
1991,1910,0.090909
1995,1910,0.090909
2074,2237,0.090909
2075,2237,0.090909
2077,2237,0.090909
1841,659,0.090909
1646,666,0.090909
1953,668,0.090909
1953,669,0.090909
363,375,0.090909
367,383,0.090909
365,384,0.090909
365,386,0.090909
365,387,0.090909
363,388,0.090909
365,388,0.090909
365,389,0.090909
363,394,0.090909
1944,2283,0.090909
1938,2286,0.090909
2277,1659,0.090909
1879,95,0.090909
1814,1356,0.090909
1813,1357,0.090909
1821,1357,0.090909
1822,1357,0.090909
1815,1358,0.090909
1817,1358,0.090909
1819,1358,0.090909
1821,1358,0.090909
1836,1358,0.090909
1834,1359,0.090909
1822,1360,0.090909
1830,1360,0.090909
1819,1361,0.090909
1820,1361,0.090909
1833,1361,0.090909
1838,1366,0.090909
1837,1369,0.090909
231,2324,0.090909
1296,156,0.090909
1974,2349,0.090909
726,1121,0.090909
2,1746,0.090909
2218,2407,0.090909
2213,2417,0.090909
2213,2418,0.090909
2164,1380,0.090896
2164,1383,0.090896
2164,1386,0.090896
2170,1394,0.090896
1873,391,0.09089
330,417,0.090889
1840,161,0.090863
1968,135,0.090834
2102,884,0.090799
2103,884,0.090799
2104,884,0.090799
2107,884,0.090799
2108,884,0.090799
2229,674,0.090796
543,407,0.090778
369,387,0.090756
1964,2352,0.090753
2273,172,0.090729
2404,1690,0.090705
430,975,0.090703
244,780,0.0907
245,780,0.0907
246,780,0.0907
534,409,0.090655
1736,456,0.090641
53,583,0.090628
1843,58,0.090623
2195,2453,0.090608
1865,66,0.090591
1859,58,0.090588
1859,776,0.09058
1859,777,0.09058
532,406,0.090544
1877,2406,0.090532
1973,2382,0.090526
1969,138,0.090504
1845,69,0.090476
1934,2294,0.090476
1875,186,0.090473
1901,54,0.09047
2280,311,0.090436
2109,1299,0.090419
1923,1332,0.090419
356,477,0.090413
2210,2390,0.090403
2192,2448,0.090402
2195,2451,0.090402
2195,2452,0.090402
208,847,0.090399
1848,2443,0.090347
1854,2447,0.090347
1840,2441,0.090347
1848,2442,0.090347
1902,147,0.090345
1940,130,0.090296
1992,454,0.090291
457,254,0.090256
1855,107,0.090252
71,1010,0.090234
2146,145,0.090211
2213,2409,0.090203
1888,2413,0.09018
1889,2413,0.09018
1884,771,0.090179
513,325,0.090171
198,914,0.090156
509,278,0.090144
1940,173,0.090133
530,390,0.090129
1956,2426,0.09012
525,266,0.090119
525,267,0.090119
525,268,0.090119
1868,394,0.09011
1884,1095,0.090106
1860,55,0.090094
394,280,0.09009
2444,1557,0.09009
1876,2406,0.090072
1189,850,0.090053
1745,163,0.090031
2169,1378,0.090029
2172,1381,0.090029
2143,1389,0.090029
2133,1393,0.090029
2167,1394,0.090029
164,1127,0.090008
2277,2267,0.089992
510,266,0.089983
1942,176,0.089982
1938,177,0.089982
1919,1344,0.089967
2138,1358,0.089967
663,160,0.08996
1271,653,0.089955
251,930,0.089952
242,942,0.089952
72,1024,0.089934
2337,2220,0.089925
2250,2268,0.089925
2255,2269,0.089925
2256,2270,0.089925
2252,2272,0.089925
2258,2272,0.089925
2253,2273,0.089925
243,778,0.089915
1857,2444,0.089912
1850,95,0.089896
2198,2387,0.089888
2241,2457,0.089876
2127,2367,0.089872
2188,2409,0.089859
2338,2251,0.089857
2250,2266,0.089857
2252,2268,0.089857
2253,2270,0.089857
2255,2270,0.089857
2284,2273,0.089857
1171,50,0.089853
2188,2407,0.089845
2115,874,0.089844
1826,2256,0.089832
533,391,0.089822
534,391,0.089822
2261,2459,0.089816
2255,2457,0.089812
2256,2457,0.089812
2264,2455,0.08981
1999,453,0.089808
2262,2463,0.089807
1969,18,0.0898
558,271,0.089799
346,390,0.089799
366,401,0.089799
1379,84,0.08976
2209,676,0.089721
2467,2499,0.089674
2286,242,0.089669
1862,120,0.089666
2076,205,0.089659
66,914,0.089656
1870,119,0.089638
510,24,0.08961
1694,344,0.089573
2380,985,0.089572
455,254,0.089565
453,255,0.089565
454,255,0.089565
1847,182,0.089565
1908,231,0.089559
1875,205,0.089522
1238,146,0.089517
462,205,0.089506
423,979,0.089497
1971,354,0.089463
2146,868,0.08942
1897,734,0.08942
496,277,0.089416
800,901,0.089402
723,151,0.089387
1871,2388,0.089374
2114,1309,0.089363
2125,1346,0.089363
2150,1368,0.089363
2100,1369,0.089363
2107,1380,0.089363
2107,1381,0.089363
2132,1391,0.089363
2119,1401,0.089363
199,905,0.089349
0,776,0.089344
2000,658,0.08933
372,524,0.089312
2223,884,0.089307
2278,224,0.089287
1915,1353,0.089286
1733,500,0.089286
1980,34,0.089257
2023,2437,0.089253
1870,201,0.089221
1551,593,0.089217
1552,593,0.089217
1553,593,0.089217
1555,593,0.089217
799,903,0.089212
1871,188,0.089207
421,991,0.089192
879,901,0.089176
2274,249,0.089175
1146,34,0.089175
679,153,0.089164
309,395,0.08914
2219,2441,0.08913
2331,1675,0.089127
2332,1675,0.089127
2333,1675,0.089127
2334,1675,0.089127
2335,1675,0.089127
2336,1675,0.089127
2337,1675,0.089127
2338,1675,0.089127
1899,210,0.089124
2408,615,0.089119
344,390,0.089109
370,392,0.089109
367,397,0.089109
1850,49,0.089085
514,325,0.089081
1725,532,0.089071
1867,124,0.089059
2156,1380,0.089054
2165,1380,0.089054
2161,1384,0.089054
2158,1385,0.089054
2152,1389,0.089054
2138,1391,0.089054
2163,1391,0.089054
2171,1391,0.089054
2164,1392,0.089054
2157,1394,0.089054
2157,1396,0.089054
2159,1397,0.089054
2160,1397,0.089054
2161,1397,0.089054
1846,121,0.089037
1860,122,0.089037
1862,123,0.089036
1554,555,0.089033
1726,303,0.089026
1735,492,0.088995
1979,2354,0.088958
1741,445,0.088929
2197,2386,0.088929
232,859,0.088922
2214,1566,0.088889
1951,662,0.088889
1724,505,0.088888
1724,506,0.088888
240,774,0.08888
1899,942,0.088879
2246,285,0.088866
802,641,0.088844
241,917,0.088801
1952,12,0.088797
879,902,0.088786
217,906,0.088762
217,908,0.088762
217,909,0.088762
1950,12,0.088748
234,871,0.088746
1895,724,0.088716
1871,2412,0.088666
2159,1396,0.088662
2232,2443,0.088659
198,917,0.088659
1954,2391,0.088657
2228,674,0.088656
1694,325,0.088647
1799,260,0.08864
247,780,0.088636
248,780,0.088636
238,783,0.088636
2289,252,0.088634
2369,2216,0.088629
2291,2223,0.088629
2337,2230,0.088629
2303,2234,0.088629
2313,2234,0.088629
2314,2234,0.088629
2315,2234,0.088629
2327,2235,0.088629
2313,2245,0.088629
2302,2255,0.088629
2253,2266,0.088629
2254,2266,0.088629
2254,2270,0.088629
2282,2271,0.088629
2249,2277,0.088629
2266,2277,0.088629
2251,2278,0.088629
2281,2286,0.088629
1846,104,0.088596
198,912,0.088595
2247,2150,0.088561
2260,2189,0.088561
2303,2233,0.088561
2338,2233,0.088561
2323,2244,0.088561
2251,2273,0.088561
2265,2274,0.088561
2253,2275,0.088561
2302,2275,0.088561
2290,2286,0.088561
2285,2289,0.088561
76,1890,0.08852
1966,688,0.088513
1943,68,0.088481
1861,54,0.088475
1804,198,0.088472
260,1009,0.088415
166,924,0.088406
556,404,0.088375
1857,98,0.088373
558,399,0.08836
1898,2403,0.088355
440,618,0.088351
441,618,0.088351
331,392,0.088351
1868,78,0.088294
2148,1384,0.088256
1969,0,0.088245
510,253,0.088243
1105,2278,0.088235
1858,2293,0.088234
2486,734,0.088213
2224,884,0.088199
495,309,0.088176
2190,2474,0.088154
2182,2486,0.088154
2181,2487,0.088154
2155,2310,0.088154
2155,2311,0.088154
1146,18,0.088148
268,409,0.088119
1280,239,0.088112
1869,183,0.08809
1657,63,0.088088
799,904,0.088071
217,904,0.088055
1943,66,0.088051
1986,1365,0.088045
1950,199,0.088043
1850,131,0.08802
70,545,0.088019
68,542,0.088015
42,577,0.088008
335,934,0.088008
1724,502,0.087989
1303,101,0.087981
1962,680,0.087976
219,911,0.087961
219,912,0.087961
1868,98,0.087958
1927,1333,0.087955
1800,265,0.087937
1361,714,0.087912
1847,662,0.08791
1861,2286,0.087894
2003,183,0.087881
719,242,0.087875
1800,260,0.087834
469,277,0.08783
471,278,0.08783
536,279,0.087828
244,1056,0.087808
1819,176,0.08779
233,871,0.087779
357,377,0.087755
357,378,0.087755
241,894,0.087732
2295,239,0.087702
1876,120,0.087689
2110,880,0.087669
1753,224,0.087644
1820,182,0.087644
1860,2431,0.087623
1861,143,0.08762
2439,609,0.087565
270,853,0.08754
2119,868,0.087514
2149,289,0.087502
1822,2454,0.0875
2150,285,0.087491
2217,2455,0.08745
800,904,0.087441
1822,171,0.087436
2179,2347,0.087407
2323,2256,0.087402
506,417,0.087401
252,917,0.087394
1955,694,0.087388
87,948,0.087381
712,155,0.087366
1872,71,0.087355
1901,148,0.087354
235,783,0.087345
231,785,0.087345
1970,682,0.087343
1570,440,0.087336
1988,70,0.087329
211,918,0.087309
1849,53,0.087289
2331,2244,0.087277
2331,2245,0.087277
1376,118,0.087265
2294,2290,0.087237
2304,2293,0.087237
244,769,0.087222
245,769,0.087222
1739,467,0.087193
465,1425,0.087192
2290,252,0.087191
2210,990,0.087164
2277,423,0.087157
194,860,0.087133
2235,1461,0.087117
1894,715,0.087114
1896,715,0.087114
1891,717,0.087114
1891,718,0.087114
2294,227,0.087101
175,849,0.087093
198,920,0.08709
2200,2404,0.087085
1850,128,0.087078
1837,175,0.087062
2280,427,0.087046
1913,391,0.087028
1902,148,0.087012
1901,149,0.087012
551,271,0.086957
537,277,0.086957
538,277,0.086957
174,919,0.086957
287,2104,0.086957
2005,2118,0.086957
1941,183,0.086944
2314,2307,0.086932
1931,68,0.086901
586,395,0.08688
577,398,0.08688
541,402,0.08688
542,402,0.08688
564,405,0.08688
253,917,0.086869
527,315,0.086864
1809,260,0.086861
586,403,0.086839
1861,668,0.086835
1941,133,0.086815
179,917,0.086813
1958,2428,0.086806
1832,126,0.086782
1956,14,0.086781
208,892,0.086778
1802,260,0.086778
526,390,0.086769
348,472,0.086768
1972,2377,0.086736
743,119,0.086729
1990,653,0.086727
1943,2380,0.086699
177,917,0.086674
548,406,0.086672
734,877,0.086614
1293,78,0.086603
505,324,0.086601
506,324,0.086601
553,399,0.086601
2065,666,0.086582
2451,319,0.086551
2343,602,0.086542
2329,1680,0.086538
1975,2377,0.086538
2382,1679,0.086505
2397,1690,0.086505
2324,1691,0.086505
2333,1702,0.086505
2334,1702,0.086505
2372,1711,0.086505
239,894,0.086502
1724,264,0.086502
2073,1509,0.086498
1865,65,0.086498
268,874,0.086492
1959,2394,0.086478
1920,61,0.086476
1923,672,0.086469
371,398,0.086469
1810,260,0.08644
2413,1812,0.08642
2413,1813,0.08642
1900,957,0.086398
239,917,0.086359
240,917,0.086359
2291,2284,0.086355
2278,2285,0.086355
2032,593,0.086348
1724,268,0.086328
785,906,0.086325
2287,226,0.086314
119,1109,0.086312
122,1078,0.086309
123,1078,0.086309
319,1013,0.086287
540,386,0.086275
541,386,0.086275
562,405,0.086275
1939,173,0.086251
480,248,0.086237
1203,94,0.086231
1963,2353,0.086221
1977,2371,0.086217
2118,777,0.086207
1989,2051,0.086207
538,285,0.086205
799,907,0.086194
1846,114,0.086166
243,940,0.08616
217,924,0.086156
1291,173,0.086146
2294,232,0.08612
207,846,0.086093
1838,2435,0.086093
180,910,0.086092
2176,2341,0.086082
1968,332,0.086065
1861,169,0.086048
1934,68,0.086046
191,868,0.086023
1943,2141,0.086021
45,576,0.086017
69,545,0.086016
1856,126,0.086
249,872,0.085985
236,900,0.085985
259,917,0.085985
2249,1020,0.085974
1999,670,0.085954
720,151,0.085924
2075,2444,0.085899
1975,590,0.085897
541,410,0.08589
343,372,0.085884
1858,122,0.08588
1994,681,0.085877
1739,468,0.085868
2250,2274,0.085867
1730,532,0.08586
252,928,0.085835
2420,1690,0.08581
1822,2277,0.085803
1823,2277,0.085803
1872,2344,0.085803
2296,256,0.085793
1871,2410,0.08579
2168,496,0.085785
1856,143,0.08575
1726,295,0.085714
1991,648,0.085714
1933,2292,0.085714
1858,777,0.085714
2123,1404,0.085714
1858,778,0.085714
1858,779,0.085714
552,274,0.085698
2048,666,0.085681
554,276,0.085663
246,936,0.085663
2210,2400,0.085662
1851,139,0.085652
542,320,0.085619
528,386,0.085619
721,618,0.085606
1984,77,0.085594
2105,2212,0.085586
742,254,0.085571
1680,265,0.08557
712,248,0.085565
1295,111,0.085511
1861,138,0.085466
1861,140,0.085466
1883,175,0.085466
1914,392,0.085461
1965,126,0.085449
1844,53,0.085444
502,315,0.085443
501,316,0.085443
240,773,0.085438
248,896,0.085429
506,409,0.085417
1739,445,0.085408
1838,119,0.085407
904,438,0.085406
1633,327,0.085386
245,772,0.085382
1946,595,0.085372
2119,1309,0.08535
2114,1331,0.08535
1803,267,0.085327
497,337,0.085321
1874,120,0.08532
2287,244,0.08528
1070,728,0.085271
1465,246,0.085258
2193,1100,0.085221
1841,2437,0.085219
1829,171,0.085216
1995,69,0.085214
114,826,0.085202
319,383,0.085189
1855,670,0.085141
560,405,0.08514
1562,496,0.085119
2249,2154,0.085106
2329,1681,0.085106
2330,1681,0.085106
2034,1444,0.085106
1857,2414,0.085106
2198,990,0.085093
756,178,0.085051
1858,2437,0.085034
2199,693,0.085027
1848,174,0.085027
1850,140,0.085025
2186,1001,0.085013
208,920,0.084998
2216,2445,0.084979
2143,873,0.084978
220,899,0.084977
2108,880,0.084971
2109,880,0.084971
51,581,0.084951
171,774,0.08495
199,921,0.084927
1847,136,0.084917
1846,137,0.084917
502,409,0.084912
1955,2025,0.084906
1988,2046,0.084906
2008,2048,0.084906
1994,2055,0.084906
2030,2441,0.084903
2052,659,0.084837
1917,935,0.084808
2342,430,0.084797
232,870,0.084784
1855,163,0.084782
2142,145,0.084769
236,409,0.084766
237,894,0.084741
206,919,0.084683
1985,77,0.084662
217,919,0.084622
2149,294,0.08461
107,808,0.084592
1724,449,0.084582
266,867,0.084559
1895,991,0.084541
1737,457,0.084539
434,616,0.084513
435,616,0.084513
554,312,0.084469
552,313,0.084469
559,313,0.084469
559,318,0.084469
545,321,0.084469
550,321,0.084469
502,334,0.084469
539,348,0.084469
555,391,0.084469
561,402,0.084469
1954,126,0.084469
1954,127,0.084469
1880,175,0.084459
1918,926,0.084456
1901,150,0.084429
1990,302,0.084407
356,373,0.084406
345,377,0.084406
2219,2403,0.084375
1841,99,0.084351
1857,2284,0.084345
1858,2287,0.084345
1856,2289,0.084345
1855,2291,0.084345
1225,201,0.084341
522,218,0.08434
3,1736,0.084337
3,1739,0.084337
147,1458,0.084291
499,274,0.084276
2262,1580,0.08427
1867,69,0.084268
1938,184,0.08426
232,769,0.084248
1987,650,0.084245
1961,2391,0.084241
1962,2391,0.084241
2226,878,0.08423
2308,2363,0.084229
1861,2432,0.084151
1751,343,0.08414
1974,2350,0.084127
1940,177,0.084109
2002,2481,0.084107
759,177,0.084099
1678,487,0.08409
180,922,0.084029
505,252,0.084016
2100,873,0.083986
2101,873,0.083986
1974,579,0.083969
1960,592,0.083969
1961,592,0.083969
1868,185,0.083965
503,313,0.083959
1882,723,0.083954
1882,724,0.083954
1893,724,0.083954
1882,725,0.083954
2280,225,0.08395
1882,684,0.08395
2142,2426,0.083939
1833,125,0.083932
1953,613,0.083922
1952,628,0.083922
200,918,0.083921
1551,592,0.08391
461,230,0.083895
166,1126,0.083891
1867,123,0.083871
719,624,0.083862
368,382,0.083862
465,198,0.08386
397,760,0.083859
